instant,dteday,season,yr,mnth,hr,holiday,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
306.0,2011-01-14,1.0,0.0,1.0,5.0,False,5.0,1.0,4.1000000000000005,0.1364,0.54,0.0896,0.0,8.0,8.0
307.0,2011-01-14,1.0,0.0,1.0,6.0,False,5.0,1.0,4.1000000000000005,0.1818,0.54,0.0,0.0,17.0,17.0
308.0,2011-01-14,1.0,0.0,1.0,7.0,False,5.0,1.0,4.1000000000000005,0.1212,0.74,0.1642,0.0,70.0,70.0
310.0,2011-01-14,1.0,0.0,1.0,9.0,False,5.0,1.0,5.74,0.1515,0.69,0.1343,0.0,117.0,117.0
311.0,2011-01-14,1.0,0.0,1.0,10.0,False,5.0,1.0,7.38,0.1818,0.55,0.194,4.0,40.0,44.0
312.0,2011-01-14,1.0,0.0,1.0,11.0,False,5.0,1.0,7.38,0.1667,0.51,0.2836,6.0,47.0,53.0
313.0,2011-01-14,1.0,0.0,1.0,12.0,False,5.0,1.0,8.200000000000001,0.197,0.44,0.2537,2.0,59.0,61.0
314.0,2011-01-14,1.0,0.0,1.0,13.0,False,5.0,1.0,9.02,0.197,0.37,0.3881,4.0,73.0,77.0
315.0,2011-01-14,1.0,0.0,1.0,14.0,False,5.0,1.0,9.02,0.2121,0.41,0.2836,5.0,59.0,64.0
316.0,2011-01-14,1.0,0.0,1.0,15.0,False,5.0,1.0,9.84,0.2424,0.38,0.1642,9.0,59.0,68.0
317.0,2011-01-14,1.0,0.0,1.0,16.0,False,5.0,1.0,9.02,0.2424,0.41,0.1045,3.0,87.0,90.0
319.0,2011-01-14,1.0,0.0,1.0,18.0,False,5.0,1.0,8.200000000000001,0.2576,0.47,0.0,5.0,134.0,139.0
320.0,2011-01-14,1.0,0.0,1.0,19.0,False,5.0,1.0,6.5600000000000005,0.197,0.59,0.0896,3.0,89.0,92.0
321.0,2011-01-14,1.0,0.0,1.0,20.0,False,5.0,1.0,7.38,0.2424,0.59,0.0,0.0,68.0,68.0
322.0,2011-01-14,1.0,0.0,1.0,21.0,False,5.0,1.0,6.5600000000000005,0.2273,0.69,0.0,4.0,48.0,52.0
323.0,2011-01-14,1.0,0.0,1.0,22.0,False,5.0,2.0,6.5600000000000005,0.2273,0.69,0.0,2.0,34.0,36.0
324.0,2011-01-14,1.0,0.0,1.0,23.0,False,5.0,2.0,7.38,0.2424,0.55,0.0,1.0,26.0,27.0
325.0,2011-01-15,1.0,0.0,1.0,0.0,False,6.0,1.0,7.38,0.2424,0.55,0.0,3.0,25.0,28.0
326.0,2011-01-15,1.0,0.0,1.0,1.0,False,6.0,2.0,6.5600000000000005,0.197,0.59,0.0896,2.0,18.0,20.0
327.0,2011-01-15,1.0,0.0,1.0,2.0,False,6.0,2.0,6.5600000000000005,0.197,0.59,0.0896,0.0,12.0,12.0
328.0,2011-01-15,1.0,0.0,1.0,3.0,False,6.0,2.0,6.5600000000000005,0.2273,0.59,0.0,1.0,7.0,8.0
329.0,2011-01-15,1.0,0.0,1.0,4.0,False,6.0,2.0,6.5600000000000005,0.2273,0.59,0.0,0.0,5.0,5.0
330.0,2011-01-15,1.0,0.0,1.0,5.0,False,6.0,1.0,6.5600000000000005,0.2273,0.59,0.0,0.0,1.0,1.0
331.0,2011-01-15,1.0,0.0,1.0,6.0,False,6.0,1.0,5.74,0.1667,0.63,0.1045,1.0,2.0,3.0
332.0,2011-01-15,1.0,0.0,1.0,7.0,False,6.0,1.0,5.74,0.2121,0.63,0.0,1.0,9.0,10.0
333.0,2011-01-15,1.0,0.0,1.0,8.0,False,6.0,1.0,5.74,0.1515,0.63,0.1343,1.0,22.0,23.0
334.0,2011-01-15,1.0,0.0,1.0,9.0,False,6.0,1.0,6.5600000000000005,0.1818,0.64,0.1343,2.0,31.0,33.0
335.0,2011-01-15,1.0,0.0,1.0,10.0,False,6.0,1.0,7.38,0.197,0.59,0.1642,2.0,57.0,59.0
345.0,2011-01-15,1.0,0.0,1.0,20.0,False,6.0,2.0,13.120000000000001,0.303,0.39,0.2537,6.0,35.0,41.0
346.0,2011-01-15,1.0,0.0,1.0,21.0,False,6.0,2.0,13.120000000000001,0.303,0.39,0.2239,6.0,51.0,57.0
347.0,2011-01-15,1.0,0.0,1.0,22.0,False,6.0,2.0,12.299999999999999,0.3182,0.42,0.1045,0.0,26.0,26.0
348.0,2011-01-15,1.0,0.0,1.0,23.0,False,6.0,1.0,12.299999999999999,0.2879,0.45,0.2836,5.0,39.0,44.0
349.0,2011-01-16,1.0,0.0,1.0,0.0,False,0.0,1.0,10.66,0.303,0.56,0.0,6.0,33.0,39.0
350.0,2011-01-16,1.0,0.0,1.0,1.0,False,0.0,1.0,10.66,0.2727,0.56,0.1343,4.0,19.0,23.0
351.0,2011-01-16,1.0,0.0,1.0,2.0,False,0.0,1.0,10.66,0.2879,0.56,0.0896,3.0,13.0,16.0
352.0,2011-01-16,1.0,0.0,1.0,3.0,False,0.0,1.0,9.02,0.2727,0.69,0.0,9.0,6.0,15.0
353.0,2011-01-16,1.0,0.0,1.0,4.0,False,0.0,1.0,10.66,0.2576,0.56,0.1642,0.0,1.0,1.0
354.0,2011-01-16,1.0,0.0,1.0,5.0,False,0.0,2.0,10.66,0.2576,0.56,0.1642,1.0,1.0,2.0
355.0,2011-01-16,1.0,0.0,1.0,6.0,False,0.0,2.0,10.66,0.2576,0.56,0.1642,0.0,1.0,1.0
356.0,2011-01-16,1.0,0.0,1.0,7.0,False,0.0,2.0,9.84,0.2121,0.56,0.2985,0.0,3.0,3.0
357.0,2011-01-16,1.0,0.0,1.0,8.0,False,0.0,1.0,9.02,0.2121,0.55,0.2836,0.0,18.0,18.0
358.0,2011-01-16,1.0,0.0,1.0,9.0,False,0.0,1.0,9.02,0.2121,0.51,0.2537,3.0,29.0,32.0
359.0,2011-01-16,1.0,0.0,1.0,10.0,False,0.0,1.0,9.02,0.2121,0.51,0.2836,8.0,71.0,79.0
367.0,2011-01-16,1.0,0.0,1.0,18.0,False,0.0,1.0,8.200000000000001,0.2121,0.4,0.1642,11.0,56.0,67.0
369.0,2011-01-16,1.0,0.0,1.0,20.0,False,0.0,1.0,7.38,0.197,0.47,0.1642,7.0,50.0,57.0
370.0,2011-01-16,1.0,0.0,1.0,21.0,False,0.0,1.0,7.38,0.197,0.51,0.1642,6.0,22.0,28.0
371.0,2011-01-16,1.0,0.0,1.0,22.0,False,0.0,2.0,8.200000000000001,0.2121,0.49,0.1343,2.0,19.0,21.0
372.0,2011-01-16,1.0,0.0,1.0,23.0,False,0.0,2.0,8.200000000000001,0.2273,0.4,0.1045,0.0,18.0,18.0
373.0,2011-01-17,1.0,0.0,1.0,0.0,True,1.0,2.0,8.200000000000001,0.197,0.47,0.2239,1.0,16.0,17.0
374.0,2011-01-17,1.0,0.0,1.0,1.0,True,1.0,2.0,8.200000000000001,0.197,0.44,0.194,1.0,15.0,16.0
375.0,2011-01-17,1.0,0.0,1.0,2.0,True,1.0,2.0,7.38,0.1667,0.43,0.2537,0.0,8.0,8.0
376.0,2011-01-17,1.0,0.0,1.0,3.0,True,1.0,2.0,7.38,0.1818,0.43,0.194,0.0,2.0,2.0
377.0,2011-01-17,1.0,0.0,1.0,4.0,True,1.0,2.0,7.38,0.197,0.43,0.1343,1.0,2.0,3.0
378.0,2011-01-17,1.0,0.0,1.0,5.0,True,1.0,2.0,7.38,0.197,0.43,0.1642,0.0,1.0,1.0
379.0,2011-01-17,1.0,0.0,1.0,6.0,True,1.0,2.0,7.38,0.1818,0.43,0.194,0.0,5.0,5.0
380.0,2011-01-17,1.0,0.0,1.0,7.0,True,1.0,2.0,6.5600000000000005,0.1818,0.5,0.1343,4.0,9.0,13.0
381.0,2011-01-17,1.0,0.0,1.0,8.0,True,1.0,2.0,6.5600000000000005,0.1515,0.47,0.2239,3.0,30.0,33.0
382.0,2011-01-17,1.0,0.0,1.0,9.0,True,1.0,2.0,6.5600000000000005,0.1515,0.47,0.2239,8.0,39.0,47.0
383.0,2011-01-17,1.0,0.0,1.0,10.0,True,1.0,2.0,6.5600000000000005,0.1515,0.5,0.2537,7.0,50.0,57.0
384.0,2011-01-17,1.0,0.0,1.0,11.0,True,1.0,2.0,6.5600000000000005,0.1515,0.55,0.194,9.0,55.0,64.0
385.0,2011-01-17,1.0,0.0,1.0,12.0,True,1.0,2.0,7.38,0.197,0.47,0.1343,10.0,70.0,80.0
387.0,2011-01-17,1.0,0.0,1.0,14.0,True,1.0,2.0,7.38,0.2121,0.43,0.1045,12.0,74.0,86.0
389.0,2011-01-17,1.0,0.0,1.0,16.0,True,1.0,2.0,8.200000000000001,0.2121,0.47,0.1642,6.0,76.0,82.0
390.0,2011-01-17,1.0,0.0,1.0,17.0,True,1.0,1.0,8.200000000000001,0.197,0.51,0.194,4.0,67.0,71.0
391.0,2011-01-17,1.0,0.0,1.0,18.0,True,1.0,2.0,7.38,0.1667,0.55,0.2537,7.0,85.0,92.0
392.0,2011-01-17,1.0,0.0,1.0,19.0,True,1.0,3.0,7.38,0.1818,0.59,0.194,2.0,58.0,60.0
393.0,2011-01-17,1.0,0.0,1.0,20.0,True,1.0,3.0,6.5600000000000005,0.1515,0.8,0.194,4.0,29.0,33.0
394.0,2011-01-17,1.0,0.0,1.0,21.0,True,1.0,3.0,6.5600000000000005,0.1515,0.8,0.194,3.0,24.0,27.0
395.0,2011-01-17,1.0,0.0,1.0,22.0,True,1.0,3.0,5.74,0.1212,0.93,0.2537,0.0,13.0,13.0
396.0,2011-01-17,1.0,0.0,1.0,23.0,True,1.0,3.0,6.5600000000000005,0.1364,0.86,0.2836,1.0,3.0,4.0
397.0,2011-01-18,1.0,0.0,1.0,12.0,False,2.0,2.0,8.200000000000001,0.1818,0.86,0.3284,0.0,3.0,3.0
398.0,2011-01-18,1.0,0.0,1.0,13.0,False,2.0,2.0,8.200000000000001,0.197,0.86,0.2239,0.0,22.0,22.0
399.0,2011-01-18,1.0,0.0,1.0,14.0,False,2.0,2.0,9.02,0.2273,0.8,0.1642,2.0,26.0,28.0
400.0,2011-01-18,1.0,0.0,1.0,15.0,False,2.0,2.0,9.02,0.2273,0.87,0.1642,3.0,32.0,35.0
401.0,2011-01-18,1.0,0.0,1.0,16.0,False,2.0,2.0,9.02,0.2273,0.87,0.194,0.0,61.0,61.0
402.0,2011-01-18,1.0,0.0,1.0,17.0,False,2.0,2.0,9.02,0.2273,0.82,0.194,1.0,124.0,125.0
403.0,2011-01-18,1.0,0.0,1.0,18.0,False,2.0,2.0,9.02,0.2273,0.8,0.1642,1.0,132.0,133.0
404.0,2011-01-18,1.0,0.0,1.0,19.0,False,2.0,2.0,9.02,0.2273,0.8,0.1343,1.0,98.0,99.0
405.0,2011-01-18,1.0,0.0,1.0,20.0,False,2.0,2.0,9.02,0.2727,0.87,0.0,0.0,83.0,83.0
406.0,2011-01-18,1.0,0.0,1.0,21.0,False,2.0,2.0,9.02,0.2424,0.93,0.1045,0.0,41.0,41.0
407.0,2011-01-18,1.0,0.0,1.0,22.0,False,2.0,2.0,9.02,0.2576,0.93,0.0896,0.0,33.0,33.0
408.0,2011-01-18,1.0,0.0,1.0,23.0,False,2.0,2.0,9.02,0.2727,0.93,0.0,1.0,19.0,20.0
409.0,2011-01-19,1.0,0.0,1.0,0.0,False,3.0,2.0,9.02,0.2727,0.93,0.0,0.0,3.0,3.0
410.0,2011-01-19,1.0,0.0,1.0,1.0,False,3.0,3.0,9.02,0.2273,0.93,0.1343,1.0,6.0,7.0
411.0,2011-01-19,1.0,0.0,1.0,2.0,False,3.0,3.0,9.02,0.2273,0.93,0.1343,0.0,3.0,3.0
412.0,2011-01-19,1.0,0.0,1.0,4.0,False,3.0,3.0,9.02,0.2273,0.93,0.1343,1.0,1.0,2.0
413.0,2011-01-19,1.0,0.0,1.0,5.0,False,3.0,2.0,9.02,0.2576,0.93,0.0896,0.0,7.0,7.0
414.0,2011-01-19,1.0,0.0,1.0,6.0,False,3.0,2.0,9.02,0.2576,0.93,0.0896,0.0,32.0,32.0
415.0,2011-01-19,1.0,0.0,1.0,7.0,False,3.0,2.0,9.84,0.2576,0.92,0.1045,1.0,89.0,90.0
417.0,2011-01-19,1.0,0.0,1.0,9.0,False,3.0,2.0,9.84,0.2576,0.93,0.1045,2.0,107.0,109.0
418.0,2011-01-19,1.0,0.0,1.0,10.0,False,3.0,2.0,10.66,0.2727,0.93,0.1343,1.0,46.0,47.0
419.0,2011-01-19,1.0,0.0,1.0,11.0,False,3.0,2.0,11.48,0.303,0.87,0.0896,5.0,47.0,52.0
420.0,2011-01-19,1.0,0.0,1.0,12.0,False,3.0,2.0,12.299999999999999,0.3182,0.81,0.0896,5.0,65.0,70.0
427.0,2011-01-19,1.0,0.0,1.0,19.0,False,3.0,1.0,13.120000000000001,0.2879,0.57,0.4179,4.0,108.0,112.0
428.0,2011-01-19,1.0,0.0,1.0,20.0,False,3.0,1.0,13.120000000000001,0.303,0.49,0.2985,2.0,74.0,76.0
429.0,2011-01-19,1.0,0.0,1.0,21.0,False,3.0,1.0,13.120000000000001,0.2879,0.49,0.4179,4.0,55.0,59.0
430.0,2011-01-19,1.0,0.0,1.0,22.0,False,3.0,1.0,12.299999999999999,0.303,0.52,0.1642,6.0,53.0,59.0
431.0,2011-01-19,1.0,0.0,1.0,23.0,False,3.0,1.0,12.299999999999999,0.2727,0.52,0.4627,1.0,27.0,28.0
432.0,2011-01-20,1.0,0.0,1.0,0.0,False,4.0,1.0,10.66,0.2273,0.56,0.3881,5.0,8.0,13.0
433.0,2011-01-20,1.0,0.0,1.0,1.0,False,4.0,1.0,10.66,0.2727,0.56,0.0,2.0,3.0,5.0
434.0,2011-01-20,1.0,0.0,1.0,2.0,False,4.0,1.0,10.66,0.2727,0.56,0.0,0.0,2.0,2.0
435.0,2011-01-20,1.0,0.0,1.0,3.0,False,4.0,1.0,10.66,0.2576,0.56,0.1642,0.0,1.0,1.0
436.0,2011-01-20,1.0,0.0,1.0,4.0,False,4.0,1.0,10.66,0.2576,0.56,0.1642,0.0,1.0,1.0
437.0,2011-01-20,1.0,0.0,1.0,5.0,False,4.0,1.0,9.84,0.2273,0.6,0.2239,0.0,6.0,6.0
438.0,2011-01-20,1.0,0.0,1.0,6.0,False,4.0,1.0,9.02,0.2121,0.6,0.2239,0.0,35.0,35.0
439.0,2011-01-20,1.0,0.0,1.0,7.0,False,4.0,1.0,9.02,0.2121,0.55,0.2239,1.0,100.0,101.0
441.0,2011-01-20,1.0,0.0,1.0,9.0,False,4.0,2.0,9.84,0.2273,0.52,0.2239,3.0,140.0,143.0
442.0,2011-01-20,1.0,0.0,1.0,10.0,False,4.0,1.0,10.66,0.2273,0.48,0.2985,1.0,56.0,57.0
443.0,2011-01-20,1.0,0.0,1.0,11.0,False,4.0,2.0,11.48,0.2727,0.45,0.1642,5.0,63.0,68.0
444.0,2011-01-20,1.0,0.0,1.0,12.0,False,4.0,2.0,12.299999999999999,0.3333,0.42,0.0,7.0,77.0,84.0
445.0,2011-01-20,1.0,0.0,1.0,13.0,False,4.0,2.0,11.48,0.2879,0.45,0.1045,12.0,86.0,98.0
446.0,2011-01-20,1.0,0.0,1.0,14.0,False,4.0,2.0,12.299999999999999,0.303,0.45,0.1343,6.0,75.0,81.0
447.0,2011-01-20,1.0,0.0,1.0,15.0,False,4.0,2.0,13.120000000000001,0.3182,0.45,0.194,8.0,62.0,70.0
448.0,2011-01-20,1.0,0.0,1.0,16.0,False,4.0,2.0,12.299999999999999,0.303,0.49,0.1343,8.0,83.0,91.0
451.0,2011-01-20,1.0,0.0,1.0,19.0,False,4.0,1.0,10.66,0.2273,0.56,0.3284,6.0,146.0,152.0
452.0,2011-01-20,1.0,0.0,1.0,20.0,False,4.0,2.0,10.66,0.2424,0.6,0.2836,2.0,124.0,126.0
453.0,2011-01-20,1.0,0.0,1.0,21.0,False,4.0,2.0,9.84,0.2273,0.6,0.2537,3.0,54.0,57.0
454.0,2011-01-20,1.0,0.0,1.0,22.0,False,4.0,2.0,9.84,0.2121,0.65,0.2836,0.0,56.0,56.0
455.0,2011-01-20,1.0,0.0,1.0,23.0,False,4.0,2.0,9.84,0.2121,0.65,0.3284,3.0,28.0,31.0
456.0,2011-01-21,1.0,0.0,1.0,0.0,False,5.0,2.0,9.84,0.2273,0.7,0.2537,1.0,20.0,21.0
457.0,2011-01-21,1.0,0.0,1.0,1.0,False,5.0,2.0,9.84,0.2273,0.7,0.2537,0.0,6.0,6.0
458.0,2011-01-21,1.0,0.0,1.0,2.0,False,5.0,3.0,9.84,0.2424,0.75,0.1642,0.0,2.0,2.0
459.0,2011-01-21,1.0,0.0,1.0,3.0,False,5.0,3.0,9.02,0.2121,0.8,0.2985,0.0,1.0,1.0
460.0,2011-01-21,1.0,0.0,1.0,4.0,False,5.0,2.0,9.02,0.2576,0.87,0.0896,0.0,1.0,1.0
461.0,2011-01-21,1.0,0.0,1.0,5.0,False,5.0,1.0,9.84,0.197,0.6,0.4179,1.0,4.0,5.0
462.0,2011-01-21,1.0,0.0,1.0,6.0,False,5.0,1.0,9.02,0.2121,0.55,0.2537,0.0,27.0,27.0
463.0,2011-01-21,1.0,0.0,1.0,7.0,False,5.0,1.0,8.200000000000001,0.1818,0.51,0.2836,2.0,66.0,68.0
466.0,2011-01-21,1.0,0.0,1.0,10.0,False,5.0,1.0,8.200000000000001,0.1667,0.47,0.4627,6.0,57.0,63.0
467.0,2011-01-21,1.0,0.0,1.0,11.0,False,5.0,1.0,9.02,0.1818,0.41,0.4627,6.0,53.0,59.0
470.0,2011-01-21,1.0,0.0,1.0,14.0,False,5.0,1.0,8.200000000000001,0.1515,0.25,0.5224,6.0,56.0,62.0
471.0,2011-01-21,1.0,0.0,1.0,15.0,False,5.0,1.0,6.5600000000000005,0.1212,0.26,0.4478,4.0,61.0,65.0
472.0,2011-01-21,1.0,0.0,1.0,16.0,False,5.0,1.0,6.5600000000000005,0.1364,0.26,0.3582,0.0,97.0,97.0
474.0,2011-01-21,1.0,0.0,1.0,18.0,False,5.0,1.0,4.92,0.1212,0.3,0.2537,1.0,119.0,120.0
475.0,2011-01-21,1.0,0.0,1.0,19.0,False,5.0,1.0,4.92,0.1061,0.3,0.3284,3.0,93.0,96.0
476.0,2011-01-21,1.0,0.0,1.0,20.0,False,5.0,1.0,4.1000000000000005,0.0758,0.33,0.4179,1.0,52.0,53.0
477.0,2011-01-21,1.0,0.0,1.0,21.0,False,5.0,1.0,3.2800000000000002,0.0758,0.38,0.2836,0.0,41.0,41.0
490.0,2011-01-22,1.0,0.0,1.0,11.0,False,6.0,2.0,2.46,0.0758,0.38,0.1343,4.0,59.0,63.0
491.0,2011-01-22,1.0,0.0,1.0,12.0,False,6.0,2.0,2.46,0.1061,0.38,0.1045,10.0,60.0,70.0
492.0,2011-01-22,1.0,0.0,1.0,13.0,False,6.0,1.0,3.2800000000000002,0.1667,0.35,0.0,12.0,72.0,84.0
493.0,2011-01-22,1.0,0.0,1.0,14.0,False,6.0,1.0,4.1000000000000005,0.1364,0.33,0.1045,11.0,64.0,75.0
494.0,2011-01-22,1.0,0.0,1.0,15.0,False,6.0,1.0,4.92,0.1515,0.28,0.0,10.0,93.0,103.0
495.0,2011-01-22,1.0,0.0,1.0,16.0,False,6.0,1.0,4.92,0.1364,0.28,0.194,11.0,72.0,83.0
496.0,2011-01-22,1.0,0.0,1.0,17.0,False,6.0,1.0,4.92,0.197,0.28,0.0,8.0,59.0,67.0
497.0,2011-01-22,1.0,0.0,1.0,18.0,False,6.0,1.0,3.2800000000000002,0.0909,0.35,0.194,0.0,54.0,54.0
498.0,2011-01-22,1.0,0.0,1.0,19.0,False,6.0,1.0,3.2800000000000002,0.1061,0.35,0.1343,6.0,53.0,59.0
499.0,2011-01-22,1.0,0.0,1.0,20.0,False,6.0,1.0,2.46,0.0758,0.45,0.1642,1.0,44.0,45.0
500.0,2011-01-22,1.0,0.0,1.0,21.0,False,6.0,1.0,2.46,0.1061,0.41,0.0896,0.0,39.0,39.0
501.0,2011-01-22,1.0,0.0,1.0,22.0,False,6.0,1.0,2.46,0.1515,0.49,0.0,7.0,23.0,30.0
509.0,2011-01-23,1.0,0.0,1.0,7.0,False,0.0,1.0,3.2800000000000002,0.1061,0.58,0.1642,1.0,1.0,2.0
510.0,2011-01-23,1.0,0.0,1.0,8.0,False,0.0,1.0,2.46,0.0758,0.62,0.1642,2.0,17.0,19.0
511.0,2011-01-23,1.0,0.0,1.0,9.0,False,0.0,1.0,4.1000000000000005,0.0758,0.54,0.3582,3.0,25.0,28.0
512.0,2011-01-23,1.0,0.0,1.0,10.0,False,0.0,1.0,5.74,0.1061,0.46,0.3881,7.0,51.0,58.0
515.0,2011-01-23,1.0,0.0,1.0,13.0,False,0.0,1.0,5.74,0.1061,0.33,0.3881,12.0,75.0,87.0
518.0,2011-01-23,1.0,0.0,1.0,16.0,False,0.0,1.0,6.5600000000000005,0.1364,0.26,0.3284,9.0,56.0,65.0
519.0,2011-01-23,1.0,0.0,1.0,17.0,False,0.0,1.0,5.74,0.1061,0.26,0.3881,5.0,50.0,55.0
520.0,2011-01-23,1.0,0.0,1.0,18.0,False,0.0,1.0,4.92,0.1212,0.3,0.2537,5.0,44.0,49.0
521.0,2011-01-23,1.0,0.0,1.0,19.0,False,0.0,1.0,4.92,0.1212,0.3,0.2836,5.0,45.0,50.0
522.0,2011-01-23,1.0,0.0,1.0,20.0,False,0.0,1.0,4.1000000000000005,0.1061,0.36,0.2537,4.0,31.0,35.0
523.0,2011-01-23,1.0,0.0,1.0,21.0,False,0.0,1.0,4.1000000000000005,0.1061,0.36,0.194,5.0,20.0,25.0
524.0,2011-01-23,1.0,0.0,1.0,22.0,False,0.0,1.0,3.2800000000000002,0.0909,0.38,0.194,5.0,23.0,28.0
305.5,2011-01-29,Spring,0.0,1.0,1.0,False,Saturday,Clear,9.02,0.2273,0.64,0.194,0.0,20.0,20.0
305.5,2011-01-29,Spring,0.0,1.0,2.0,False,Saturday,Clear,9.02,0.2273,0.64,0.1642,0.0,15.0,15.0
305.5,2011-01-29,Spring,0.0,1.0,3.0,False,Saturday,Clear,8.200000000000001,0.2121,0.64,0.1343,3.0,5.0,8.0
305.5,2011-01-29,Spring,0.0,1.0,4.0,False,Saturday,Clear,6.5600000000000005,0.1818,0.69,0.1045,1.0,2.0,3.0
305.5,2011-01-29,Spring,0.0,1.0,6.0,False,Saturday,Clear,6.5600000000000005,0.1818,0.64,0.1343,0.0,2.0,2.0
305.5,2011-01-29,Spring,0.0,1.0,7.0,False,Saturday,Clear,6.5600000000000005,0.1818,0.59,0.1045,1.0,4.0,5.0
305.5,2011-01-29,Spring,0.0,1.0,8.0,False,Saturday,Clear,7.38,0.197,0.55,0.1642,3.0,31.0,34.0
305.5,2011-01-29,Spring,0.0,1.0,9.0,False,Saturday,Clear,7.38,0.2121,0.59,0.0896,0.0,34.0,34.0
305.5,2011-01-29,Spring,0.0,1.0,10.0,False,Saturday,Cloudy,7.38,0.2121,0.64,0.1045,4.0,51.0,55.0
305.5,2011-01-29,Spring,0.0,1.0,11.0,False,Saturday,Cloudy,7.38,0.197,0.64,0.1343,4.0,60.0,64.0
305.5,2011-01-29,Spring,0.0,1.0,12.0,False,Saturday,Cloudy,8.200000000000001,0.197,0.59,0.194,12.0,66.0,78.0
305.5,2011-01-29,Spring,0.0,1.0,13.0,False,Saturday,Cloudy,9.02,0.2273,0.55,0.1642,9.0,56.0,65.0
305.5,2011-01-29,Spring,0.0,1.0,14.0,False,Saturday,Cloudy,9.02,0.2273,0.6,0.1343,10.0,89.0,99.0
305.5,2011-01-29,Spring,0.0,1.0,17.0,False,Saturday,Clear,9.84,0.2879,0.6,0.0,9.0,82.0,91.0
305.5,2011-01-29,Spring,0.0,1.0,18.0,False,Saturday,Clear,9.02,0.2273,0.69,0.1343,9.0,59.0,68.0
305.5,2011-01-29,Spring,0.0,1.0,19.0,False,Saturday,Cloudy,9.02,0.2121,0.69,0.2537,6.0,52.0,58.0
305.5,2011-01-29,Spring,0.0,1.0,20.0,False,Saturday,Clear,7.38,0.2121,0.74,0.0896,1.0,42.0,43.0
305.5,2011-01-29,Spring,0.0,1.0,21.0,False,Saturday,Clear,7.38,0.2121,0.74,0.0896,1.0,35.0,36.0
305.5,2011-01-29,Spring,0.0,1.0,22.0,False,Saturday,Clear,6.5600000000000005,0.197,0.8,0.0896,4.0,28.0,32.0
305.5,2011-01-29,Spring,0.0,1.0,23.0,False,Saturday,Clear,6.5600000000000005,0.197,0.8,0.0896,3.0,30.0,33.0
305.5,2011-01-30,Spring,0.0,1.0,0.0,False,Sunday,Clear,6.5600000000000005,0.1818,0.8,0.1045,0.0,33.0,33.0
305.5,2011-01-30,Spring,0.0,1.0,1.0,False,Sunday,Clear,5.74,0.2121,0.8,0.0,7.0,22.0,29.0
305.5,2011-01-30,Spring,0.0,1.0,2.0,False,Sunday,Clear,6.5600000000000005,0.2273,0.8,0.0,1.0,10.0,11.0
305.5,2011-01-30,Spring,0.0,1.0,3.0,False,Sunday,Clear,5.74,0.2121,0.93,0.0,1.0,7.0,8.0
305.5,2011-01-30,Spring,0.0,1.0,4.0,False,Sunday,Clear,5.74,0.2121,0.93,0.0,0.0,1.0,1.0
305.5,2011-01-30,Spring,0.0,1.0,5.0,False,Sunday,Clear,5.74,0.2121,0.86,0.0,0.0,3.0,3.0
305.5,2011-01-30,Spring,0.0,1.0,7.0,False,Sunday,Clear,5.74,0.2121,0.86,0.0,0.0,3.0,3.0
305.5,2011-01-30,Spring,0.0,1.0,8.0,False,Sunday,Cloudy,5.74,0.2121,0.86,0.0,1.0,11.0,12.0
305.5,2011-01-30,Spring,0.0,1.0,9.0,False,Sunday,Cloudy,6.5600000000000005,0.2273,0.8,0.0,4.0,34.0,38.0
305.5,2011-01-30,Spring,0.0,1.0,10.0,False,Sunday,Cloudy,7.38,0.2424,0.8,0.0,7.0,57.0,64.0
305.5,2011-01-30,Spring,0.0,1.0,11.0,False,Sunday,Clear,9.02,0.2727,0.75,0.0,9.0,50.0,59.0
305.5,2011-01-30,Spring,0.0,1.0,12.0,False,Sunday,Clear,12.299999999999999,0.3182,0.52,0.1045,10.0,87.0,97.0
305.5,2011-01-30,Spring,0.0,1.0,17.0,False,Sunday,Clear,12.299999999999999,0.2879,0.56,0.194,6.0,71.0,77.0
305.5,2011-01-30,Spring,0.0,1.0,18.0,False,Sunday,Clear,10.66,0.2576,0.65,0.1642,8.0,57.0,65.0
305.5,2011-01-30,Spring,0.0,1.0,19.0,False,Sunday,Clear,10.66,0.2576,0.65,0.194,9.0,46.0,55.0
305.5,2011-01-30,Spring,0.0,1.0,20.0,False,Sunday,Cloudy,10.66,0.2727,0.65,0.1045,3.0,30.0,33.0
305.5,2011-01-30,Spring,0.0,1.0,21.0,False,Sunday,Cloudy,9.84,0.2424,0.7,0.1642,3.0,25.0,28.0
305.5,2011-01-30,Spring,0.0,1.0,22.0,False,Sunday,Cloudy,9.84,0.2273,0.7,0.194,2.0,19.0,21.0
305.5,2011-01-30,Spring,0.0,1.0,23.0,False,Sunday,Cloudy,9.84,0.2121,0.65,0.2836,5.0,16.0,21.0
305.5,2011-01-31,Spring,0.0,1.0,0.0,False,Monday,Cloudy,9.84,0.2273,0.65,0.2239,1.0,6.0,7.0
305.5,2011-01-31,Spring,0.0,1.0,1.0,False,Monday,Clear,9.02,0.2121,0.64,0.2537,2.0,5.0,7.0
305.5,2011-01-31,Spring,0.0,1.0,2.0,False,Monday,Clear,9.02,0.2273,0.64,0.194,0.0,1.0,1.0
305.5,2011-01-31,Spring,0.0,1.0,3.0,False,Monday,Clear,9.02,0.2273,0.64,0.194,0.0,2.0,2.0
